Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,No,2,Graduate,No,57125,10034,162,180,1,Semiurban,Y
Male,Yes,0,Graduate,No,26188,11446,319,240,1,Urban,Y
Female,Yes,2,Graduate,No,54770,59524,316,120,1,Semiurban,Y
Male,No,0,Graduate,No,106102,5594,347,240,1,Urban,Y
Female,Yes,2,Graduate,No,48123,56477,250,360,1,Semiurban,Y
Male,No,3,Graduate,Yes,36966,14210,277,240,1,Rural,Y
Female,Yes,2,Graduate,Yes,20354,45536,325,360,1,Rural,Y
Female,Yes,3,Graduate,No,81000,12129,260,180,1,Semiurban,Y
Female,Yes,2,Graduate,No,57945,58481,163,180,0,Rural,N
Female,No,3,Graduate,No,35942,7772,213,300,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,65142,22616,153,360,0,Semiurban,N
Female,Yes,0,Graduate,No,55746,36131,261,360,1,Rural,Y
Female,No,2,Graduate,No,45570,5422,136,360,1,Rural,Y
Male,Yes,2,Graduate,Yes,80347,48143,348,480,1,Urban,Y
Female,Yes,1,Not Graduate,No,16749,7015,74,180,0,Urban,N
Female,Yes,2,Graduate,No,20090,57467,341,300,1,Rural,Y
Female,Yes,3,Graduate,No,38558,9206,201,360,0,Urban,N
Female,No,2,Graduate,No,35216,14534,201,360,1,Semiurban,Y
Male,No,2,Graduate,No,72722,6786,123,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,31254,7728,298,360,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,109082,33618,179,480,1,Urban,Y
Female,No,0,Graduate,No,37005,11074,237,360,1,Urban,Y
Male,Yes,0,Graduate,No,53091,36807,245,300,1,Rural,Y
Female,Yes,0,Graduate,No,26475,57233,241,480,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,105147,2246,199,480,1,Semiurban,Y
Female,Yes,3,Graduate,No,73628,8735,197,360,1,Rural,Y
Male,No,0,Graduate,No,75338,1676,299,480,0,Semiurban,N
Female,Yes,0,Graduate,No,71200,45638,104,180,1,Urban,Y
Female,No,1,Graduate,No,111308,6973,92,360,0,Urban,Y
Female,Yes,3,Graduate,No,33343,55025,137,240,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,71822,36896,90,360,1,Urban,Y
Female,Yes,1,Graduate,No,90590,46145,257,300,1,Semiurban,Y
Female,No,1,Graduate,No,64582,6220,300,180,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,70351,14103,132,480,0,Rural,N
Male,Yes,2,Not Graduate,Yes,58441,8082,277,360,0,Semiurban,N
Female,No,1,Graduate,No,38653,13624,179,480,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,70655,32782,193,120,1,Urban,Y
Male,Yes,1,Graduate,No,119063,31208,177,300,1,Urban,Y
Female,Yes,3,Graduate,No,91678,48840,114,360,0,Rural,N
Male,No,0,Graduate,No,40166,11765,338,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,53429,4435,91,480,1,Rural,Y
Male,No,1,Graduate,Yes,105295,2472,295,300,1,Rural,Y
Male,Yes,2,Graduate,No,68081,46880,289,240,0,Semiurban,N
Female,No,0,Graduate,No,70015,3468,64,180,0,Rural,N
Female,Yes,1,Graduate,No,49045,2451,284,180,1,Semiurban,Y
Male,No,1,Graduate,No,105548,14121,207,360,1,Urban,Y
Female,No,0,Graduate,Yes,64668,6444,72,360,1,Rural,Y
Male,Yes,0,Graduate,No,65825,419,76,180,1,Semiurban,Y
Female,Yes,0,Graduate,No,89809,54582,236,360,0,Semiurban,N
Male,Yes,0,Graduate,No,54254,1419,221,480,0,Urban,N
Male,No,2,Graduate,No,85412,4490,249,480,0,Urban,N
Male,Yes,2,Graduate,No,56021,38995,182,360,1,Rural,Y
Male,No,0,Graduate,No,20541,705,218,300,1,Urban,Y
Female,No,0,Graduate,No,53708,11032,117,240,1,Semiurban,Y
Female,No,0,Not Graduate,No,96263,6058,58,300,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,24563,19934,334,360,1,Urban,Y
Female,No,0,Graduate,No,59951,4765,215,180,0,Semiurban,N
Female,Yes,1,Graduate,No,101294,21686,266,300,1,Urban,Y
Female,Yes,0,Graduate,No,109818,6372,287,360,0,Urban,N
Female,Yes,2,Graduate,No,63020,23630,335,300,1,Semiurban,Y
Male,Yes,2,Graduate,No,82556,30430,235,300,0,Urban,N
Male,No,1,Graduate,No,46999,5051,292,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,78519,26727,121,360,1,Rural,Y
Male,Yes,2,Graduate,Yes,36122,30598,66,360,0,Semiurban,N
Male,No,0,Graduate,No,118918,5488,167,480,1,Urban,Y
Female,Yes,3,Graduate,No,98121,2968,267,360,1,Semiurban,Y
Male,No,2,Graduate,No,83833,5426,205,180,0,Semiurban,N
Male,Yes,1,Graduate,No,23789,56455,221,300,1,Semiurban,Y
Female,No,2,Graduate,Yes,47777,1058,76,300,1,Rural,Y
Female,Yes,2,Graduate,No,117670,56496,62,360,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,108941,48574,306,480,0,Semiurban,N
Female,Yes,0,Graduate,Yes,112441,36654,104,180,1,Urban,Y
Female,Yes,1,Graduate,No,16346,11483,212,300,0,Urban,N
Female,Yes,2,Graduate,No,117616,50001,300,120,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,93490,42042,66,360,0,Urban,N
Male,Yes,2,Graduate,No,92594,44930,176,360,1,Rural,Y
Female,Yes,1,Graduate,Yes,112722,472,154,300,1,Rural,Y
Male,Yes,0,Graduate,No,92593,33592,247,120,1,Semiurban,Y
Female,Yes,0,Graduate,No,62559,9060,146,360,1,Semiurban,Y
Female,No,2,Graduate,No,56194,7480,311,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,15793,38432,210,360,1,Urban,Y
Female,Yes,0,Graduate,No,65190,50082,118,360,1,Urban,Y
Male,Yes,3,Graduate,No,16387,15649,166,120,0,Urban,N
Female,No,1,Graduate,No,97538,9092,278,360,1,Urban,Y
Male,Yes,3,Graduate,No,13006,30791,129,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,56730,55325,279,120,1,Urban,Y
Female,No,0,Not Graduate,Yes,18559,865,169,360,0,Rural,N
Male,Yes,1,Graduate,No,96897,52144,207,360,0,Urban,N
Female,Yes,1,Graduate,No,85204,22095,156,360,0,Semiurban,Y
Male,Yes,2,Graduate,No,101763,15234,178,480,1,Urban,Y
Female,Yes,1,Not Graduate,No,58366,3226,270,480,1,Semiurban,Y
Male,Yes,0,Graduate,No,60464,6547,191,360,1,Rural,Y
Male,Yes,0,Not Graduate,No,44305,40935,176,120,1,Semiurban,Y
Male,Yes,2,Graduate,No,60188,23066,148,300,1,Urban,Y
Female,No,3,Not Graduate,Yes,29328,1674,347,480,1,Semiurban,N
Male,Yes,1,Graduate,No,92858,40637,239,300,1,Urban,Y
Male,Yes,1,Graduate,No,112882,28157,149,300,1,Urban,Y
Male,Yes,1,Graduate,No,51547,20492,177,300,1,Urban,Y
Female,Yes,0,Graduate,No,113666,23847,84,300,0,Urban,Y
Male,No,3,Graduate,Yes,37144,8864,90,300,0,Urban,N
Male,Yes,0,Graduate,No,35999,10172,236,300,1,Urban,Y
Male,No,0,Graduate,No,48022,1281,104,240,1,Urban,Y
Female,Yes,0,Graduate,No,49446,21176,148,360,1,Rural,Y
Male,No,1,Not Graduate,No,103285,195,64,360,1,Rural,Y
Female,Yes,1,Graduate,Yes,60180,45485,94,360,1,Rural,Y
Female,No,0,Not Graduate,Yes,53646,4154,177,360,0,Semiurban,N
Male,Yes,2,Graduate,No,41052,10193,276,240,1,Rural,Y
Female,No,3,Graduate,No,39367,4990,296,300,1,Semiurban,Y
Female,Yes,3,Graduate,No,107426,30994,293,360,1,Urban,Y
Female,No,0,Graduate,No,111588,5635,112,240,0,Semiurban,Y
Female,Yes,0,Graduate,No,59612,58543,231,300,1,Rural,Y
Male,No,2,Graduate,No,20180,3600,187,300,1,Urban,Y
Female,No,3,Graduate,No,111468,12665,103,180,0,Rural,N
Male,No,2,Not Graduate,Yes,22745,14734,145,180,0,Semiurban,N
Female,Yes,1,Graduate,No,71715,13560,101,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,30518,42795,306,180,0,Rural,N
Female,No,2,Graduate,No,97650,8821,295,180,1,Urban,Y
Female,Yes,2,Not Graduate,No,18956,3752,327,480,1,Urban,Y
Male,Yes,0,Graduate,No,32402,9568,173,360,0,Rural,N
Female,Yes,1,Graduate,No,52750,28242,234,360,0,Rural,N
Male,Yes,0,Graduate,No,73278,59097,158,240,1,Urban,Y
Male,Yes,1,Graduate,No,74473,10854,262,360,1,Urban,Y
Male,Yes,1,Graduate,Yes,29476,22285,67,300,1,Rural,Y
Male,No,0,Graduate,No,80011,8385,132,180,1,Semiurban,Y
Female,Yes,0,Graduate,No,55825,33099,291,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,102940,26493,274,300,1,Urban,Y
Female,No,2,Graduate,No,74329,13472,122,360,1,Semiurban,Y
Male,No,1,Graduate,No,64972,12146,239,360,1,Urban,Y
Female,Yes,0,Graduate,No,47625,58745,286,480,0,Urban,N
Male,Yes,1,Graduate,No,63963,20475,208,180,1,Semiurban,Y
Female,Yes,1,Graduate,No,48122,7957,306,360,1,Rural,Y
Male,Yes,2,Not Graduate,No,104234,49043,81,360,1,Urban,Y
Female,Yes,2,Not Graduate,Yes,58575,54191,231,480,0,Rural,N
Male,Yes,0,Graduate,No,58046,21072,120,480,1,Urban,Y
Male,Yes,1,Not Graduate,No,108124,31168,259,180,1,Rural,Y
Female,Yes,0,Not Graduate,Yes,115740,7447,223,360,1,Urban,Y
Female,Yes,0,Not Graduate,Yes,57203,34391,269,300,1,Rural,Y
Female,Yes,1,Graduate,No,43630,25701,120,360,1,Urban,Y
Female,No,0,Graduate,No,102131,9673,200,360,1,Rural,Y
Male,Yes,1,Graduate,No,21436,55455,169,180,1,Rural,Y
Male,Yes,1,Graduate,Yes,45147,25628,330,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,71735,35946,100,240,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,92029,36218,310,180,0,Urban,N
Male,Yes,0,Graduate,No,27592,34195,235,300,1,Urban,Y
Male,Yes,3,Graduate,No,35542,38067,74,120,1,Rural,Y
Female,Yes,3,Graduate,No,45312,7805,233,480,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,57968,40241,136,360,0,Rural,N
Male,No,0,Graduate,No,32349,6809,173,360,1,Rural,Y
Male,Yes,3,Graduate,No,96151,26834,183,180,1,Rural,Y
Female,Yes,1,Graduate,No,91952,57544,324,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,38106,3375,326,360,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,14819,56284,137,360,1,Rural,Y
Male,No,0,Graduate,No,73177,14615,300,360,1,Rural,Y
Male,Yes,0,Not Graduate,No,98708,9564,155,360,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,47948,10493,293,300,1,Urban,Y
Male,Yes,0,Graduate,No,65563,14324,210,180,1,Urban,Y
Male,No,1,Graduate,No,21078,764,249,480,1,Rural,Y
Male,Yes,2,Graduate,Yes,28658,51553,188,240,1,Urban,Y
Female,No,0,Not Graduate,Yes,31949,3568,311,360,1,Semiurban,Y
Male,No,0,Graduate,No,43960,11662,244,480,1,Urban,Y
Female,Yes,0,Graduate,No,20697,32522,80,180,0,Urban,N
Male,Yes,0,Graduate,No,57889,8828,185,360,1,Rural,Y
Female,Yes,0,Graduate,Yes,84843,34261,63,300,0,Rural,N
Male,No,0,Not Graduate,No,62464,2008,75,360,1,Urban,Y
Male,Yes,2,Graduate,No,63102,30908,186,480,0,Semiurban,N
Female,Yes,0,Graduate,No,69116,52360,169,360,0,Semiurban,Y
Female,Yes,1,Graduate,No,83018,22388,275,240,0,Urban,N
Female,Yes,0,Graduate,No,61323,16562,170,240,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,81856,39013,265,120,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,32640,1277,194,360,1,Urban,Y
Female,Yes,1,Graduate,Yes,20840,43168,317,360,0,Urban,N
Male,Yes,0,Not Graduate,Yes,98510,10643,224,360,0,Rural,N
Female,No,3,Graduate,Yes,25519,12372,248,360,1,Rural,Y
Male,No,2,Graduate,No,82011,4102,69,300,1,Urban,Y
Male,Yes,3,Not Graduate,No,94277,29359,158,240,1,Rural,Y
Female,No,0,Graduate,No,19965,1525,218,360,1,Rural,Y
Male,No,1,Graduate,No,106669,14027,238,300,1,Semiurban,Y
Male,Yes,3,Graduate,No,42714,27198,331,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,83403,11549,66,180,1,Semiurban,Y
Male,Yes,2,Graduate,No,45067,47811,89,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,62555,26222,141,180,0,Semiurban,Y
Male,Yes,0,Not Graduate,No,13539,54093,340,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,32335,58604,232,180,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,65445,58349,313,180,1,Rural,Y
Male,Yes,1,Not Graduate,No,57342,15979,74,360,1,Semiurban,Y
Female,Yes,3,Graduate,No,98740,29450,54,300,0,Semiurban,Y
Male,Yes,1,Not Graduate,No,37554,36606,203,240,0,Urban,N
Male,Yes,0,Graduate,Yes,63973,13193,299,360,1,Rural,Y
Male,Yes,1,Graduate,No,39649,38283,225,360,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,118034,14295,309,240,1,Urban,Y
Female,No,0,Graduate,No,24140,9296,151,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,18797,40330,262,480,1,Urban,Y
Female,Yes,1,Not Graduate,No,111664,48979,175,480,1,Semiurban,Y
Male,Yes,0,Graduate,No,38801,43814,167,300,1,Urban,Y
Male,Yes,2,Graduate,No,102539,22252,341,360,1,Rural,Y
Male,Yes,1,Graduate,No,75983,17968,256,300,0,Rural,N
Female,Yes,0,Graduate,No,17001,18211,318,300,1,Urban,Y
Male,No,3,Graduate,No,26254,9892,122,360,0,Urban,N
Female,Yes,1,Graduate,No,87009,57862,172,360,0,Rural,N
Male,Yes,2,Graduate,No,13432,17718,105,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,70694,14187,101,120,1,Urban,Y
Male,No,3,Graduate,No,53627,6020,298,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,78433,33302,268,360,0,Urban,N
Female,Yes,0,Graduate,No,52436,5230,347,300,0,Urban,N
Female,Yes,1,Graduate,No,98641,41738,181,300,1,Semiurban,Y
Male,Yes,3,Graduate,No,52518,612,236,240,1,Urban,Y
Male,No,1,Not Graduate,No,102071,8842,83,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,99333,1729,290,480,1,Semiurban,Y
Female,No,2,Not Graduate,No,92589,6150,117,300,1,Semiurban,Y
Female,No,2,Graduate,No,75027,1612,212,240,1,Urban,Y
Male,No,3,Graduate,No,81206,6916,107,480,1,Urban,Y
Male,Yes,3,Not Graduate,No,25594,51542,302,360,1,Urban,Y
Female,Yes,0,Graduate,No,96320,35074,158,300,1,Rural,Y
Male,No,2,Graduate,No,115832,6470,96,300,1,Urban,Y
Female,Yes,1,Graduate,No,22851,57782,224,240,1,Rural,Y
Male,Yes,2,Graduate,No,17298,26597,239,360,1,Urban,Y
Male,Yes,1,Graduate,No,33325,12366,130,180,1,Urban,Y
Female,Yes,3,Graduate,No,46289,10257,317,480,0,Semiurban,N
Female,Yes,0,Graduate,Yes,56067,1311,337,360,1,Urban,Y
Male,Yes,3,Graduate,No,70026,21170,124,180,1,Urban,Y
Female,Yes,1,Graduate,Yes,89136,7606,118,120,1,Semiurban,Y
Male,Yes,1,Graduate,No,73628,58315,316,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,39928,11422,341,240,1,Urban,Y
Female,Yes,0,Graduate,Yes,73091,31315,228,240,0,Urban,N
Male,No,3,Not Graduate,No,79518,2007,233,300,1,Urban,Y
Male,Yes,1,Graduate,Yes,35015,1700,59,240,1,Rural,Y
Male,No,1,Graduate,No,65204,5549,220,240,0,Rural,N
Female,No,0,Graduate,Yes,116685,9393,154,120,0,Semiurban,N
Male,Yes,0,Graduate,No,14245,46736,195,300,1,Rural,Y
Female,Yes,1,Graduate,No,60004,50111,250,240,0,Rural,N
Female,Yes,1,Graduate,Yes,43977,33227,98,300,1,Urban,Y
Male,No,2,Graduate,No,54649,13231,279,300,1,Rural,Y
Male,Yes,1,Graduate,No,21426,12375,344,360,0,Semiurban,N
Female,No,0,Graduate,No,102452,12648,51,240,1,Urban,Y
Male,Yes,0,Graduate,No,98066,540,167,240,0,Semiurban,Y
Female,No,2,Not Graduate,No,15976,948,230,180,1,Rural,Y
Male,No,1,Graduate,Yes,117308,6321,348,480,1,Semiurban,Y
Female,Yes,3,Graduate,No,99109,41933,297,300,0,Semiurban,N
Male,Yes,1,Graduate,No,98621,30887,132,360,1,Semiurban,Y
Male,No,0,Graduate,No,23766,7192,200,480,1,Urban,Y
Male,No,1,Graduate,No,88192,1353,317,180,0,Urban,N
Female,Yes,0,Graduate,No,53949,41816,151,300,1,Urban,Y
Male,No,0,Graduate,No,113331,2623,337,300,0,Urban,N
Male,Yes,2,Graduate,No,42522,44421,86,360,0,Semiurban,Y
Female,Yes,1,Not Graduate,No,54909,29521,88,300,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,57700,23104,189,120,1,Rural,Y
Female,Yes,3,Not Graduate,No,23250,45564,304,180,0,Semiurban,N
Male,No,2,Graduate,No,80932,6062,153,240,1,Urban,Y
Male,Yes,0,Graduate,No,116529,45071,75,360,1,Urban,Y
Female,No,1,Graduate,No,59906,13100,306,360,1,Semiurban,Y
Male,No,1,Graduate,No,63108,3501,347,240,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,38333,52342,180,180,1,Semiurban,Y
Male,Yes,3,Graduate,No,39563,419,178,180,1,Urban,Y
Female,Yes,3,Not Graduate,No,13425,4598,165,360,1,Rural,Y
Female,No,0,Not Graduate,No,82426,386,301,240,1,Semiurban,Y
Female,No,0,Graduate,No,65510,5761,215,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,115548,10109,73,240,0,Urban,N
Female,Yes,3,Not Graduate,No,22568,45270,155,240,1,Semiurban,Y
Female,No,1,Graduate,No,42393,6500,341,300,1,Semiurban,Y
Female,Yes,3,Graduate,No,58331,40771,302,300,1,Rural,Y
Female,Yes,1,Not Graduate,Yes,115335,42113,135,300,1,Rural,Y
Male,Yes,2,Graduate,No,117114,11631,122,300,1,Semiurban,Y
Female,Yes,2,Graduate,No,68814,31544,290,480,1,Urban,Y
Male,Yes,2,Graduate,No,72790,36726,247,480,0,Semiurban,N
Female,Yes,2,Graduate,No,41951,20768,67,240,0,Semiurban,N
Female,Yes,2,Graduate,No,20765,4850,347,120,1,Semiurban,Y
Female,Yes,0,Graduate,No,96153,20320,287,300,1,Urban,Y
Female,Yes,2,Graduate,No,51771,636,51,360,1,Urban,Y
Male,Yes,0,Graduate,No,106832,27025,296,360,1,Urban,Y
Female,No,1,Graduate,No,38139,7467,166,240,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,70139,30004,147,360,1,Semiurban,Y
Female,Yes,3,Graduate,No,111909,24206,295,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,37854,21696,133,480,1,Urban,Y
Female,No,1,Graduate,No,77351,14256,78,120,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,80002,1266,337,300,1,Urban,Y
Male,Yes,1,Graduate,Yes,81454,13110,77,180,1,Rural,Y
Male,No,1,Graduate,Yes,107272,5354,259,360,1,Semiurban,Y
Female,Yes,3,Graduate,No,118313,6941,183,240,1,Semiurban,Y
Female,Yes,0,Graduate,No,113021,35543,151,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,103655,17520,107,360,1,Rural,Y
Female,Yes,1,Graduate,No,79939,24904,336,360,1,Semiurban,Y
Female,No,1,Graduate,No,107471,13712,235,300,1,Urban,Y
Female,No,1,Not Graduate,No,30749,1940,245,360,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,80334,1560,113,180,0,Semiurban,N
Female,No,0,Graduate,No,51899,2026,52,240,0,Urban,N
Male,Yes,2,Graduate,No,84460,34290,60,360,1,Urban,Y
Male,No,1,Not Graduate,No,82633,2952,276,300,0,Semiurban,N
Female,Yes,0,Not Graduate,No,22553,57340,291,360,1,Rural,Y
Male,Yes,3,Graduate,No,91828,52184,216,480,1,Rural,Y
Male,No,0,Graduate,No,102857,3935,254,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,21139,5883,137,120,1,Rural,Y
Male,Yes,1,Not Graduate,No,99676,44360,98,360,0,Rural,N
Male,Yes,0,Not Graduate,No,14062,39721,221,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,30230,16893,127,360,1,Rural,Y
Female,No,3,Not Graduate,No,70776,4542,117,360,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,41164,42105,291,180,1,Rural,Y
Female,Yes,2,Not Graduate,No,37623,4674,196,180,1,Semiurban,Y
Male,Yes,0,Graduate,No,23919,35912,181,300,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,32678,15807,321,360,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,21931,14722,122,180,1,Urban,Y
Male,Yes,3,Graduate,No,63315,20467,199,480,1,Semiurban,Y
Female,Yes,0,Graduate,No,41419,55006,146,360,0,Semiurban,Y
Male,No,0,Graduate,No,78229,5051,323,360,1,Urban,Y
Male,Yes,3,Graduate,Yes,73046,59852,344,360,1,Rural,Y
Female,Yes,2,Graduate,No,62322,22726,252,180,1,Rural,Y
Female,Yes,3,Graduate,No,17066,28448,326,360,1,Semiurban,Y
Female,No,0,Not Graduate,No,66746,6381,331,360,1,Urban,Y
Female,Yes,2,Graduate,Yes,82439,59134,58,360,1,Semiurban,Y
Male,Yes,3,Graduate,Yes,114571,13070,305,360,1,Semiurban,Y
Male,No,0,Graduate,No,55183,6730,257,360,0,Urban,N
Female,No,0,Graduate,No,58209,14437,140,360,0,Rural,N
Male,Yes,2,Not Graduate,No,64069,7763,54,360,0,Semiurban,N
Male,No,0,Graduate,Yes,85913,11772,224,120,1,Rural,Y
Female,Yes,0,Graduate,No,66744,59178,283,300,1,Urban,Y
Male,No,3,Not Graduate,No,46445,1282,239,360,1,Urban,Y
Female,Yes,0,Graduate,No,97205,21321,326,360,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,54728,5873,344,360,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,38700,12106,337,360,1,Rural,Y
Female,Yes,3,Graduate,No,76729,8283,270,360,1,Urban,Y
Male,No,1,Graduate,No,40143,1595,209,240,1,Semiurban,Y
Male,Yes,0,Graduate,No,87381,49418,314,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,61433,32449,50,360,0,Rural,N
Female,Yes,2,Graduate,Yes,27439,42633,127,480,1,Semiurban,Y
Male,Yes,0,Graduate,No,78585,31224,187,360,1,Rural,Y
Male,No,1,Not Graduate,No,52845,6549,85,180,1,Rural,Y
Female,Yes,2,Not Graduate,No,20824,44594,92,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,37218,25306,112,240,0,Semiurban,N
Male,Yes,2,Graduate,No,81030,7193,243,360,0,Urban,N
Male,No,1,Graduate,No,75777,2095,271,180,0,Semiurban,N
Female,Yes,3,Graduate,No,19429,41995,267,240,0,Urban,N
Female,No,0,Graduate,Yes,34457,7901,121,360,1,Rural,Y
Male,Yes,1,Not Graduate,No,49187,53150,293,240,1,Semiurban,Y
Male,Yes,1,Graduate,No,59942,40753,105,360,0,Urban,Y
Female,Yes,1,Graduate,No,115217,36178,145,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,57157,28336,337,360,1,Rural,Y
Male,Yes,2,Graduate,Yes,29853,21612,290,360,1,Rural,Y
Male,Yes,0,Graduate,No,77363,42949,266,480,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,46939,30480,143,360,1,Urban,Y
Female,Yes,1,Graduate,No,52965,4412,103,360,1,Rural,Y
Male,No,1,Not Graduate,No,86198,13380,270,480,0,Urban,N
Female,Yes,1,Graduate,No,102002,30041,303,360,1,Urban,Y
Female,Yes,1,Graduate,No,46527,2532,282,300,1,Rural,Y
Female,Yes,3,Not Graduate,No,15782,21338,176,480,1,Semiurban,Y
Male,Yes,1,Graduate,No,103194,43077,80,300,1,Urban,Y
Female,Yes,2,Not Graduate,No,98166,28541,97,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,96230,10676,135,300,0,Rural,N
Male,Yes,2,Not Graduate,Yes,104751,56405,262,480,0,Semiurban,N
Female,No,2,Graduate,Yes,85743,6837,116,120,1,Semiurban,Y
Male,Yes,1,Graduate,No,71304,26747,125,360,0,Semiurban,Y
Male,No,1,Graduate,No,113947,6720,175,180,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,76602,12613,179,360,0,Semiurban,N
Male,No,3,Graduate,No,13381,4569,160,240,1,Urban,Y
Female,Yes,0,Graduate,No,100987,57445,136,360,1,Rural,Y
Female,Yes,1,Graduate,No,30162,30227,228,360,1,Urban,Y
Female,Yes,0,Graduate,Yes,106478,37464,239,240,1,Urban,Y
Male,Yes,3,Graduate,No,73105,22175,147,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,79045,44173,343,240,1,Rural,Y
Male,Yes,1,Not Graduate,No,83910,12241,123,480,0,Urban,N
Female,Yes,0,Graduate,No,59013,41808,176,240,1,Semiurban,Y
Female,Yes,3,Graduate,No,100165,35654,259,300,0,Urban,N
Male,No,2,Graduate,No,24989,10028,258,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,43923,23337,243,300,1,Semiurban,Y
Male,No,0,Graduate,No,100944,14492,347,480,1,Semiurban,Y
Male,Yes,0,Graduate,No,53050,59499,80,300,1,Semiurban,Y
Male,Yes,0,Graduate,No,67411,51400,168,300,1,Semiurban,Y
Male,No,0,Graduate,Yes,21533,4193,350,360,0,Semiurban,N
Male,Yes,2,Graduate,No,25618,43490,183,360,0,Semiurban,N
Female,No,3,Graduate,No,100270,5226,103,180,1,Rural,Y
Male,No,0,Graduate,Yes,94688,12784,135,180,1,Semiurban,Y
Male,Yes,1,Graduate,No,32230,4047,107,360,0,Urban,N
Male,Yes,2,Graduate,No,113202,40658,316,180,1,Urban,Y
Male,Yes,0,Graduate,No,59374,27425,149,240,1,Urban,Y
Male,No,0,Graduate,No,78399,1642,214,240,1,Semiurban,Y
Female,Yes,0,Graduate,No,86198,28616,116,480,1,Urban,Y
Female,No,1,Graduate,No,66646,1216,275,240,1,Urban,Y
Female,Yes,2,Graduate,No,97689,16521,52,480,1,Semiurban,Y
Female,Yes,2,Graduate,No,88786,39205,237,240,1,Urban,Y
Male,Yes,3,Not Graduate,Yes,44936,43981,293,300,1,Rural,Y
Female,Yes,0,Graduate,No,81800,3881,146,480,0,Semiurban,N
Male,No,2,Graduate,No,25532,985,196,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,107377,29808,211,180,1,Semiurban,Y
Female,No,3,Graduate,Yes,78378,146,261,300,1,Urban,Y
Male,Yes,3,Graduate,No,64274,13294,270,360,0,Urban,N
Female,No,3,Not Graduate,No,83711,14030,350,180,1,Urban,Y
Female,Yes,0,Graduate,No,84372,7366,308,360,1,Urban,Y
Female,No,1,Not Graduate,No,78759,603,130,300,1,Urban,Y
Female,Yes,1,Graduate,No,109343,26678,192,180,1,Rural,Y
Male,Yes,2,Graduate,Yes,88811,43313,163,300,1,Urban,Y
Male,No,2,Graduate,No,78929,74,87,240,1,Urban,Y
